//X Y Z Nx Ny Nz
101343.00781250 1741.09814453 -6427.32958984 0.001010 -0.035367 0.999374
106032.17968750 2676.10864258 -6399.82421875 0.001010 -0.035367 0.999374
98508.64843750 2573.05859375 -6395.20458984 0.001010 -0.035367 0.999374
103583.67968750 657.28613281 -6467.59423828 0.001010 -0.035367 0.999374
95796.21875000 4045.30395508 -6340.87109375 0.001010 -0.035367 0.999374
100173.14062500 2778.85791016 -6389.84130859 0.001010 -0.035367 0.999374
97335.50000000 2458.50976563 -6397.92041016 0.001010 -0.035367 0.999374
99283.20312500 2815.69897461 -6387.58398438 0.001010 -0.035367 0.999374
102522.89062500 788.85620117 -6461.84521484 0.001010 -0.035367 0.999374
93839.60156250 4255.78027344 -6331.39013672 0.001010 -0.035367 0.999374
99239.63281250 3091.95605469 -6377.89697266 0.001010 -0.035367 0.999374
107739.85156250 2185.21923828 -6418.81738281 0.001010 -0.035367 0.999374
103464.87500000 2648.07080078 -6397.99951172 0.001010 -0.035367 0.999374
102820.96875000 2791.90454102 -6392.27734375 0.001010 -0.035367 0.999374
101558.98437500 3365.29394531 -6370.89160156 0.001010 -0.035367 0.999374
102026.27343750 3649.81469727 -6361.47412109 0.001010 -0.035367 0.999374
102364.53125000 518.82861328 -6471.09423828 0.001010 -0.035367 0.999374
102954.07812500 2608.74829102 -6398.81347656 0.001010 -0.035367 0.999374
103622.03125000 3492.78515625 -6368.69580078 0.001010 -0.035367 0.999374
104655.61718750 3128.17382813 -6382.54736328 0.001010 -0.035367 0.999374
63088.46484375 11671.07519531 6012.66601563 0.017149 -0.999706 0.017149
61265.76562500 11652.51464844 6682.35205078 0.017149 -0.999706 0.017149
62324.62500000 11675.34667969 6975.96630859 0.017149 -0.999706 0.017149
61774.08203125 11653.13574219 6237.52246094 0.017149 -0.999706 0.017149
63033.46484375 11670.73144531 6045.14111328 0.017149 -0.999706 0.017149
60247.20703125 11658.25292969 9601.13183594 0.014865 -0.999889 -0.000991
61506.00781250 11676.26171875 9252.31054688 0.014865 -0.999889 -0.000991
64928.30078125 11723.86718750 9393.95800781 0.014865 -0.999889 -0.000991
60745.39453125 11666.62500000 8460.44824219 0.014865 -0.999889 -0.000991
64716.11718750 11720.85156250 9436.27343750 0.014865 -0.999889 -0.000991
63291.98046875 11702.28417969 8376.31250000 0.014865 -0.999889 -0.000991
61915.09375000 11683.45898438 8055.62890625 0.014865 -0.999889 -0.000991
58556.41796875 11634.83789063 9447.28906250 0.014865 -0.999889 -0.000991
65432.25000000 11730.81835938 9462.38183594 0.014865 -0.999889 -0.000991
61547.26562500 11676.53906250 9492.72753906 0.014865 -0.999889 -0.000991
62784.32812500 11695.44921875 8173.02441406 0.014865 -0.999889 -0.000991
59987.58593750 11655.37500000 9000.26171875 0.014865 -0.999889 -0.000991
61269.31250000 11671.77636719 7983.46191406 0.019167 -0.999730 0.013115
60235.98437500 11646.77343750 7629.12011719 0.019167 -0.999730 0.013115
59717.87500000 11648.37011719 8543.08789063 0.019167 -0.999730 0.013115
59730.33984375 11646.42187500 8373.58007813 0.019167 -0.999730 0.013115
57947.55859375 11616.56835938 8788.29687500 0.019167 -0.999730 0.013115
60105.11328125 11652.50195313 8271.33496094 0.019167 -0.999730 0.013115
57383.71093750 11608.56542969 9030.63964844 0.019167 -0.999730 0.013115
59083.21484375 11611.30078125 6648.41406250 0.019167 -0.999730 0.013115
58568.69921875 11613.50781250 7604.07812500 0.019167 -0.999730 0.013115
58958.36328125 11638.96289063 8975.56835938 0.019167 -0.999730 0.013115
62833.16796875 11690.46777344 7614.28564453 0.006965 -0.999916 0.010944
65168.94921875 11720.37597656 8689.81152344 0.006965 -0.999916 0.010944
63890.26953125 11693.15625000 7152.35449219 0.006965 -0.999916 0.010944
63293.95703125 11694.94042969 7701.65625000 0.006965 -0.999916 0.010944
63938.33203125 11698.52832031 7590.47949219 0.006965 -0.999916 0.010944
63564.35937500 11703.50683594 8272.59960938 0.006965 -0.999916 0.010944
63745.22265625 11697.42871094 7621.63916016 0.006965 -0.999916 0.010944
87986.46093750 10844.89843750 -4974.07910156 -0.034160 -0.867652 0.495997
85443.08593750 11119.36914063 -4671.90136719 -0.034160 -0.867652 0.495997
96111.10156250 7828.32177734 -6129.55029297 -0.007822 -0.148609 0.988865
96160.22656250 8682.65527344 -6000.19482422 -0.007822 -0.148609 0.988865
95876.96093750 8797.81933594 -5984.76562500 -0.007822 -0.148609 0.988865
94903.70312500 8340.08203125 -6060.63183594 -0.007822 -0.148609 0.988865
84621.24218750 11567.85839844 -1389.82287598 -0.015252 -0.999507 0.027453
82828.42968750 11554.22656250 -2891.35839844 -0.015252 -0.999507 0.027453
84273.93750000 11197.70800781 -4544.28271484 -0.024597 -0.980374 0.195606
84145.27343750 11356.65722656 -3763.70434570 -0.024597 -0.980374 0.195606
83551.55468750 11417.46972656 -3532.83276367 -0.024597 -0.980374 0.195606
89301.46093750 11069.05175781 -4465.24902344 -0.045347 -0.867096 0.496072
90618.23437500 10986.87402344 -4564.67773438 -0.031313 -0.867230 0.496922
91180.87500000 10765.61816406 -4918.01708984 -0.031313 -0.867230 0.496922
88955.97656250 10869.95117188 -4865.35498047 -0.003939 -0.896771 0.442477
91851.82031250 10803.71972656 -4837.01220703 0.001352 -0.842099 0.539322
91353.78906250 11095.20800781 -4236.56884766 -0.060021 -0.973818 0.219262
90557.11718750 11231.82519531 -3831.17822266 -0.049474 -0.976197 0.211167
87650.32031250 11357.03222656 -3509.63427734 -0.019641 -0.983215 0.181392
88245.19531250 11301.63964844 -3749.24560547 -0.019641 -0.983215 0.181392
89772.76562500 11400.96191406 -2685.99609375 -0.027675 -0.999385 0.021525
87368.04687500 11474.87402344 -2434.70458984 -0.027675 -0.999385 0.021525
86732.92968750 11498.97851563 -2150.11816406 -0.027675 -0.999385 0.021525
86806.16406250 11503.57617188 -1831.77734375 -0.027675 -0.999385 0.021525
86914.17968750 11486.73339844 -2486.71948242 -0.027675 -0.999385 0.021525
85111.47656250 11547.29687500 -1829.43725586 -0.021525 -0.999385 0.027675
85810.58593750 11516.39746094 -2394.37792969 -0.021525 -0.999385 0.027675
86648.44531250 11311.32226563 -3815.68041992 -0.010363 -0.982175 0.187684
87214.79687500 11372.85937500 -3464.62353516 -0.010363 -0.982175 0.187684
86483.14843750 11422.42578125 -3241.59179688 -0.010363 -0.982175 0.187684
85291.65625000 11308.71582031 -3902.26611328 -0.015091 -0.980913 0.193861
85062.95312500 11447.15332031 -3218.78295898 -0.015091 -0.980913 0.193861
84419.76562500 11211.35156250 -4457.94726563 -0.015091 -0.980913 0.193861
89021.31250000 11390.70117188 -3149.89770508 -0.021887 -0.984917 0.171640
88431.63281250 11431.65917969 -2993.23779297 -0.021887 -0.984917 0.171640
89157.00781250 11307.21386719 -3609.11694336 -0.021887 -0.984917 0.171640
113426.56250000 3441.77563477 -6379.91015625 0.001010 -0.035367 0.999374
114358.46875000 3856.08886719 -6365.12255859 0.001010 -0.035367 0.999374
113233.18750000 3666.58374023 -6371.87060547 0.001010 -0.035367 0.999374
115323.08593750 3499.64038086 -6377.88378906 0.001010 -0.035367 0.999374
113686.89843750 4610.03857422 -6338.16113281 0.001010 -0.035367 0.999374
114476.27343750 3239.25683594 -6387.17138672 0.001010 -0.035367 0.999374
114405.09375000 4210.62548828 -6352.45214844 0.001010 -0.035367 0.999374
110306.28125000 5992.66552734 -6288.66992188 0.001010 -0.035367 0.999374
110906.00781250 5028.62011719 -6323.13916016 0.001010 -0.035367 0.999374
116197.16406250 3819.31030273 -6366.47802734 0.001010 -0.035367 0.999374
93147.96875000 11138.79785156 -3800.40917969 -0.022745 -0.973244 0.228646
92038.19531250 10998.86816406 -4506.75341797 -0.022745 -0.973244 0.228646
93687.42187500 11141.21289063 -3719.37109375 -0.029739 -0.976615 0.212928
92705.00781250 11240.56347656 -3400.21484375 -0.029739 -0.976615 0.212928
93734.03906250 11228.98437500 -3258.19311523 -0.036394 -0.982631 0.181969
94004.17968750 11148.73535156 -3633.95800781 -0.036394 -0.982631 0.181969
92160.88281250 11295.06054688 -3222.30810547 -0.036394 -0.982631 0.181969
95739.46093750 11076.81738281 -3668.34692383 -0.036394 -0.982631 0.181969
96316.75000000 11005.90039063 -3931.85351563 -0.036394 -0.982631 0.181969
109174.01562500 6530.50000000 -6246.65087891 0.007748 -0.136146 0.990658
108652.13281250 7361.15087891 -6128.48242188 0.007748 -0.136146 0.990658
110854.52343750 7478.90185547 -6127.81445313 0.007748 -0.136146 0.990658
108271.17968750 8109.39550781 -6022.66699219 0.007748 -0.136146 0.990658
109965.22656250 7473.89599609 -6122.22119141 0.007748 -0.136146 0.990658
107092.38281250 8141.92675781 -6009.85498047 0.007748 -0.136146 0.990658
85263.07031250 11605.82324219 1522.62817383 -0.011009 -0.999827 0.015012
83292.92968750 11622.08105469 1077.58837891 -0.011009 -0.999827 0.015012
84391.59375000 11597.63671875 264.18045044 -0.011009 -0.999827 0.015012
89276.78125000 11556.60449219 1317.97802734 -0.011009 -0.999827 0.015012
85026.82812500 11593.02148438 450.94024658 -0.011009 -0.999827 0.015012
84964.23437500 11603.65429688 1135.12829590 -0.011009 -0.999827 0.015012
86326.88281250 11576.55175781 348.21234131 -0.011009 -0.999827 0.015012
88100.57031250 11550.99316406 -5.16806030 -0.011009 -0.999827 0.015012
84797.17187500 11604.19335938 1039.44616699 -0.011009 -0.999827 0.015012
86526.53906250 11575.72460938 449.90026855 -0.011009 -0.999827 0.015012
87626.32031250 11579.51562500 1586.60205078 -0.011009 -0.999827 0.015012
83368.35937500 11628.15625000 1557.06054688 -0.011009 -0.999827 0.015012
90313.39062500 11533.89355469 574.81726074 -0.011009 -0.999827 0.015012
90000.24218750 11538.09179688 615.55963135 -0.011009 -0.999827 0.015012
88448.76562500 11547.81542969 52.46640015 -0.011009 -0.999827 0.015012
82390.75000000 11641.02050781 1667.35656738 -0.011009 -0.999827 0.015012
87127.27343750 11572.43652344 700.82751465 -0.011009 -0.999827 0.015012
86099.25781250 11575.99121094 128.39479065 -0.011009 -0.999827 0.015012
90466.77343750 11534.00000000 704.17340088 -0.011009 -0.999827 0.015012
89497.63281250 11554.35546875 1338.42529297 -0.011009 -0.999827 0.015012
81150.60937500 11634.74316406 985.27258301 -0.005014 -0.999721 0.023063
84046.78906250 11593.93359375 -249.23999023 -0.005014 -0.999721 0.023063
80200.68750000 11651.45800781 1533.63500977 -0.005014 -0.999721 0.023063
80940.60937500 11634.35253906 930.41650391 -0.005014 -0.999721 0.023063
80201.37500000 11635.94140625 865.17578125 -0.005014 -0.999721 0.023063
81556.14062500 11642.46191406 1391.20532227 -0.005014 -0.999721 0.023063
79892.33593750 11649.47070313 1392.19372559 -0.005014 -0.999721 0.023063
82034.88281250 11608.23828125 3.19238281 -0.005014 -0.999721 0.023063
78516.96875000 11634.41601563 494.71972656 -0.005014 -0.999721 0.023063
81417.85937500 11613.67089844 125.62683105 -0.005014 -0.999721 0.023063
82957.14062500 11608.22753906 169.54199219 -0.005014 -0.999721 0.023063
81992.02343750 11637.39062500 1251.55224609 -0.005014 -0.999721 0.023063
80298.92968750 11664.01660156 2092.52197266 -0.005014 -0.999721 0.023063
80890.50000000 11660.69238281 2056.29565430 -0.005014 -0.999721 0.023063
76824.62500000 11662.40820313 1394.70031738 -0.005014 -0.999721 0.023063
80944.13281250 11660.78027344 2069.80273438 -0.005014 -0.999721 0.023063
86802.75781250 11606.58300781 2305.13867188 -0.011163 -0.999562 0.027399
87153.26562500 11596.23339844 2068.90966797 -0.011163 -0.999562 0.027399
89274.23437500 11562.23730469 1647.67065430 -0.011163 -0.999562 0.027399
90202.85937500 11570.86035156 2291.03979492 -0.011163 -0.999562 0.027399
84026.37500000 11652.40234375 2902.95361328 -0.011163 -0.999562 0.027399
87830.14843750 11624.54492188 3313.45019531 -0.011163 -0.999562 0.027399
87499.00000000 11602.66601563 2421.89501953 -0.011163 -0.999562 0.027399
85282.78125000 11646.22656250 3145.09545898 -0.011163 -0.999562 0.027399
90187.76562500 11592.11523438 3033.92041016 -0.011163 -0.999562 0.027399
90362.42968750 11551.66308594 1673.40295410 -0.011163 -0.999562 0.027399
85143.57031250 11634.72167969 2689.04882813 -0.011163 -0.999562 0.027399
88434.21875000 11574.33203125 1766.28771973 -0.011163 -0.999562 0.027399
84637.92968750 11656.29785156 3263.82910156 -0.011163 -0.999562 0.027399
88709.97656250 11591.97753906 2488.49096680 -0.011163 -0.999562 0.027399
92477.54687500 11529.46582031 1665.51904297 -0.011163 -0.999562 0.027399
88871.31250000 11628.02246094 3816.74658203 -0.011163 -0.999562 0.027399
92169.12500000 11538.83691406 1882.66259766 -0.011163 -0.999562 0.027399
83886.08593750 11630.67871094 2086.68457031 -0.011163 -0.999562 0.027399
87512.00781250 11649.75683594 4084.85473633 -0.011163 -0.999562 0.027399
87995.76562500 11590.78808594 2185.36523438 -0.011163 -0.999562 0.027399
84333.70312500 11647.82910156 2854.34912109 -0.011163 -0.999562 0.027399
87574.23437500 11684.02539063 5314.29785156 -0.011163 -0.999562 0.027399
81905.47656250 11657.97167969 2323.22265625 -0.011163 -0.999562 0.027399
92075.61718750 11545.66113281 2088.77319336 -0.011163 -0.999562 0.027399
87078.48437500 11639.97558594 3581.83740234 -0.011163 -0.999562 0.027399
86747.62500000 11662.51074219 4254.32714844 -0.011163 -0.999562 0.027399
84144.14843750 11681.95410156 4143.14062500 -0.002973 -0.999913 0.012883
78603.65625000 11711.13867188 5307.98730469 -0.002973 -0.999913 0.012883
86274.60156250 11695.45507813 5557.95458984 -0.002973 -0.999913 0.012883
81570.17187500 11682.61230469 3712.30957031 -0.002973 -0.999913 0.012883
80583.83593750 11708.54296875 5481.96484375 -0.002973 -0.999913 0.012883
80353.02343750 11685.66210938 3714.89013672 -0.002973 -0.999913 0.012883
80425.27343750 11700.98730469 4883.08837891 -0.002973 -0.999913 0.012883
86179.14062500 11691.27832031 5225.42675781 -0.002973 -0.999913 0.012883
79112.12500000 11705.88085938 5006.69726563 -0.002973 -0.999913 0.012883
82450.38281250 11693.80175781 4719.68701172 -0.002973 -0.999913 0.012883
79754.70312500 11704.91113281 5053.61132813 -0.002973 -0.999913 0.012883
80436.52343750 11701.25781250 4905.55810547 -0.002973 -0.999913 0.012883
78504.14062500 11714.26367188 5524.82910156 -0.002973 -0.999913 0.012883
78663.65625000 11706.25781250 4951.43261719 -0.002973 -0.999913 0.012883
79081.69531250 11713.01464844 5538.54980469 -0.002973 -0.999913 0.012883
83292.25781250 11684.46777344 4173.50292969 -0.002973 -0.999913 0.012883
83444.17968750 11686.08300781 4323.52539063 -0.002973 -0.999913 0.012883
83997.73437500 11692.16113281 4884.80664063 -0.002973 -0.999913 0.012883
76530.53906250 11699.95019531 4029.90917969 -0.002973 -0.999913 0.012883
74328.62500000 11671.30371094 1365.44165039 -0.002973 -0.999913 0.012883
76860.06250000 11679.18164063 2501.48046875 -0.002973 -0.999913 0.012883
77574.32812500 11708.62500000 4915.64746094 -0.002973 -0.999913 0.012883
78265.46093750 11681.09960938 2943.27905273 -0.002973 -0.999913 0.012883
79542.48437500 11670.35253906 2384.00512695 -0.002973 -0.999913 0.012883
80601.83593750 11670.28320313 2600.48071289 -0.002973 -0.999913 0.012883
76709.79687500 11699.75195313 4052.11621094 -0.002973 -0.999913 0.012883
78186.03906250 11705.54589844 4806.89111328 -0.002973 -0.999913 0.012883
76028.86718750 11687.76171875 2987.27148438 -0.002973 -0.999913 0.012883
79568.90625000 11675.57910156 2791.59814453 -0.002973 -0.999913 0.012883
76098.00000000 11682.37792969 2587.70239258 -0.002973 -0.999913 0.012883
76104.60937500 11676.77246094 2157.96093750 -0.002973 -0.999913 0.012883
78828.93750000 11682.20410156 3146.15039063 -0.002973 -0.999913 0.012883
78675.09375000 11690.38476563 3743.16918945 -0.002973 -0.999913 0.012883
76263.52343750 11671.52246094 1787.41918945 -0.002973 -0.999913 0.012883
118837.25000000 5147.85595703 -6303.96337891 0.009277 -0.048445 0.998783
119260.53906250 5239.04003906 -6303.20996094 0.009277 -0.048445 0.998783
117720.83593750 5070.81445313 -6298.13232422 0.009277 -0.048445 0.998783
116753.30468750 6548.75439453 -6219.18798828 0.009277 -0.048445 0.998783
115501.63281250 6529.54443359 -6209.43701172 0.009277 -0.048445 0.998783
118101.46093750 5180.01660156 -6296.15332031 0.009277 -0.048445 0.998783
118190.16406250 5859.95410156 -6264.38427734 0.009277 -0.048445 0.998783
118674.96875000 4404.74511719 -6338.12646484 0.009277 -0.048445 0.998783
118726.33593750 4174.00537109 -6349.60156250 0.009277 -0.048445 0.998783
117387.31250000 5478.60937500 -6275.78222656 0.009277 -0.048445 0.998783
119327.28906250 5697.14648438 -6281.86572266 0.009277 -0.048445 0.998783
115625.96093750 6801.15869141 -6197.50439453 0.009277 -0.048445 0.998783
113620.48437500 6720.09472656 -6213.32177734 -0.009406 -0.061660 0.998053
114276.05468750 6368.73291016 -6229.30468750 -0.009406 -0.061660 0.998053
117673.14843750 3594.18701172 -6371.70751953 -0.009406 -0.061660 0.998053
114743.19531250 6511.08544922 -6216.16308594 -0.009406 -0.061660 0.998053
113689.51562500 5011.53613281 -6319.41699219 -0.009406 -0.061660 0.998053
113661.29687500 5949.04150391 -6261.11328125 -0.009406 -0.061660 0.998053
114529.71093750 5350.78808594 -6290.58203125 -0.009406 -0.061660 0.998053
114587.99218750 5987.20166016 -6250.29882813 -0.009406 -0.061660 0.998053
114976.53906250 4514.30712891 -6338.76708984 -0.009406 -0.061660 0.998053
112352.20312500 6334.96630859 -6248.91748047 -0.009406 -0.061660 0.998053
111738.39062500 6703.62158203 -6231.47412109 -0.009406 -0.061660 0.998053
113010.39843750 6433.89013672 -6236.75000000 -0.009406 -0.061660 0.998053
112521.27343750 5861.95410156 -6276.92529297 -0.009406 -0.061660 0.998053
117268.10937500 3879.94018555 -6357.54296875 -0.009406 -0.061660 0.998053
112219.82812500 7357.08935547 -6150.82910156 0.003288 -0.128214 0.991741
111743.71093750 7136.02050781 -6178.09423828 0.003288 -0.128214 0.991741
110844.10937500 6782.74707031 -6221.28271484 0.003288 -0.128214 0.991741
68232.28125000 11733.13378906 8321.53515625 0.002967 -0.999936 0.010880
68269.91406250 11733.45312500 8343.55371094 0.002967 -0.999936 0.010880
68625.78906250 11739.60058594 8863.78515625 0.002967 -0.999936 0.010880
69516.19531250 11728.27636719 7506.15820313 0.002967 -0.999936 0.010880
70479.48437500 11731.58496094 7586.66406250 0.002967 -0.999936 0.010880
70884.94531250 11728.85058594 7209.60742188 0.002967 -0.999936 0.010880
69810.75000000 11728.99414063 7501.43066406 0.002967 -0.999936 0.010880
67365.51562500 11738.26269531 9056.15625000 0.002967 -0.999936 0.010880
76762.17968750 11747.52539063 8657.47070313 0.000987 -0.999960 0.008884
76430.71875000 11721.22558594 6008.49023438 0.000987 -0.999960 0.008884
77173.18750000 11729.49121094 6806.41845703 0.000987 -0.999960 0.008884
76569.87500000 11728.06445313 6694.54296875 0.000987 -0.999960 0.008884
76179.82812500 11740.78613281 8005.62841797 0.000987 -0.999960 0.008884
76228.53125000 11722.06542969 6104.62792969 0.000987 -0.999960 0.008884
76003.79687500 11742.96777344 8236.39843750 0.000987 -0.999960 0.008884
78072.82812500 11749.18750000 8755.03906250 0.000987 -0.999960 0.008884
76634.41406250 11731.08203125 6997.04541016 0.000987 -0.999960 0.008884
80002.55468750 11755.34667969 9275.04980469 0.000987 -0.999960 0.008884
79012.40625000 11748.70703125 8655.45410156 0.000987 -0.999960 0.008884
76083.76562500 11737.47460938 7675.12451172 0.000987 -0.999960 0.008884
76749.21093750 11737.68359375 7660.25585938 0.000987 -0.999960 0.008884
73650.78125000 11735.25195313 7581.49121094 0.000987 -0.999960 0.008884
79585.53906250 11752.41503906 9000.37011719 0.000987 -0.999960 0.008884
78452.45312500 11736.80664063 7479.00097656 0.000987 -0.999960 0.008884
78912.85937500 11733.64160156 7133.16748047 0.000987 -0.999960 0.008884
80434.53906250 11750.60546875 8770.92968750 0.000987 -0.999960 0.008884
77646.31250000 11739.70605469 7816.67529297 0.000987 -0.999960 0.008884
74082.82812500 11736.51171875 7685.77636719 0.000987 -0.999960 0.008884
74025.17968750 11751.71289063 9629.40039063 0.000985 -0.999976 0.006896
77706.45312500 11756.29589844 9671.77441406 0.000985 -0.999976 0.006896
70621.85156250 11745.29199219 9272.47460938 0.000985 -0.999976 0.006896
76306.46093750 11749.77148438 8960.09277344 0.000985 -0.999976 0.006896
80849.28906250 11760.86132813 9802.89843750 0.000985 -0.999976 0.006896
71531.01562500 11750.57226563 9886.41894531 0.000985 -0.999976 0.006896
71612.75000000 11749.18750000 9671.07128906 0.000985 -0.999976 0.006896
73612.33593750 11748.82910156 9279.94531250 0.000985 -0.999976 0.006896
68693.43750000 11743.48242188 9336.22753906 0.000985 -0.999976 0.006896
70782.38281250 11738.08691406 8196.91503906 0.000985 -0.999976 0.006896
77511.94531250 11757.51464844 9882.00976563 0.000985 -0.999976 0.006896
78708.77343750 11756.50195313 9531.78320313 0.000985 -0.999976 0.006896
72614.22656250 11741.83105469 8431.14648438 0.000985 -0.999976 0.006896
70806.32812500 11747.41308594 9549.63964844 0.000985 -0.999976 0.006896
77012.73437500 11755.45605469 9667.36914063 0.000985 -0.999976 0.006896
71239.13281250 11739.14062500 8272.92578125 0.000985 -0.999976 0.006896
71003.36718750 11741.88183594 8711.65039063 0.000985 -0.999976 0.006896
72535.21875000 11748.79394531 9457.41015625 0.000985 -0.999976 0.006896
73527.70312500 11727.55761719 6832.08740234 0.000989 -0.999940 0.010880
74312.30468750 11723.64550781 6411.79394531 0.000989 -0.999940 0.010880
74192.60937500 11720.01562500 6100.94042969 0.000989 -0.999940 0.010880
72110.49218750 11724.80957031 6720.71679688 0.000989 -0.999940 0.010880
72863.98437500 11718.18164063 6062.43701172 0.000989 -0.999940 0.010880
73555.42187500 11724.71875000 6577.65722656 0.000989 -0.999940 0.010880
74127.17968750 11722.06152344 6288.61328125 0.000989 -0.999940 0.010880
74065.45312500 11715.15527344 5681.72412109 0.000989 -0.999940 0.010880
73121.09375000 11719.87402344 6188.45458984 0.000989 -0.999940 0.010880
118914.97656250 7083.21972656 -6169.10644531 -0.005482 -0.123898 0.992280
115768.51562500 7145.31445313 -6179.25000000 -0.005482 -0.123898 0.992280
119369.31250000 6893.58984375 -6190.30761719 -0.005482 -0.123898 0.992280
118256.78125000 10092.95507813 -2844.06835938 -0.047509 -0.946320 0.319720
118483.13281250 9968.55957031 -3178.60693359 -0.047509 -0.946320 0.319720
118058.29687500 9654.05273438 -4172.18164063 -0.047509 -0.946320 0.319720
117092.60156250 10095.67578125 -3008.53051758 -0.047509 -0.946320 0.319720
127714.32031250 7351.48974609 -5976.57958984 -0.010962 -0.276474 0.960959
120651.97656250 9898.31933594 -3011.98217773 -0.075446 -0.973376 0.216443
120552.25781250 10177.64843750 -1789.62463379 -0.075446 -0.973376 0.216443
120991.61718750 10165.31835938 -1699.30834961 -0.060243 -0.972497 0.224990
121626.44531250 10173.41601563 -1492.38647461 -0.060243 -0.972497 0.224990
122167.16406250 10179.31250000 -1320.44299316 -0.060243 -0.972497 0.224990
121052.04687500 10256.75292969 -1290.15075684 -0.060243 -0.972497 0.224990
123145.56250000 10129.53808594 -1268.96435547 -0.060243 -0.972497 0.224990
120266.54687500 10103.58593750 -2212.04565430 -0.062379 -0.974830 0.214047
119013.46093750 10279.50878906 -1779.84155273 -0.062379 -0.974830 0.214047
116683.58593750 10257.65429688 -2564.87524414 -0.062379 -0.974830 0.214047
119904.63281250 10134.99804688 -2175.52734375 -0.062379 -0.974830 0.214047
122367.98437500 10414.21484375 -126.61315918 -0.048671 -0.981721 0.183998
119523.96093750 10567.95312500 -50.79546356 -0.048671 -0.981721 0.183998
120624.32812500 10428.30664063 -506.81875610 -0.048671 -0.981721 0.183998
121198.47656250 10461.59765625 -179.73162842 -0.048671 -0.981721 0.183998
118900.38281250 10643.63769531 189.25529480 -0.048671 -0.981721 0.183998
121741.14843750 10450.79296875 -95.56640625 -0.048671 -0.981721 0.183998
117474.48437500 10535.23144531 -833.21191406 -0.053328 -0.982413 0.178944
118082.71093750 10347.33105469 -1686.50805664 -0.053328 -0.982413 0.178944
118691.71875000 10515.80468750 -574.61022949 -0.053328 -0.982413 0.178944
119504.15625000 10421.17285156 -852.29431152 -0.053328 -0.982413 0.178944
119052.57031250 10536.19726563 -353.75811768 -0.053328 -0.982413 0.178944
116213.04687500 10315.55078125 -2423.47045898 -0.053328 -0.982413 0.178944
124087.13281250 9879.87109375 -2043.84436035 -0.070799 -0.970071 0.232271
123201.21875000 9829.11230469 -2523.49609375 -0.070799 -0.970071 0.232271
124912.17968750 9996.42675781 -1307.08081055 -0.070799 -0.970071 0.232271
122941.85156250 9863.93847656 -2455.90136719 -0.070799 -0.970071 0.232271
124152.44531250 10224.75683594 -580.22546387 -0.070799 -0.970071 0.232271
126224.89062500 9587.49414063 -2623.31542969 -0.070799 -0.970071 0.232271
124565.27343750 10066.39160156 -1118.76672363 -0.070799 -0.970071 0.232271
123237.60937500 9847.91406250 -2433.80688477 -0.070799 -0.970071 0.232271
122792.99218750 9639.78808594 -3397.78515625 -0.074277 -0.947358 0.311442
124745.94531250 9398.24414063 -3662.03515625 -0.074277 -0.947358 0.311442
124857.89843750 9539.30371094 -3203.82348633 -0.074277 -0.947358 0.311442
128497.49218750 9249.58105469 -3128.33520508 -0.102945 -0.955176 0.277561
129625.89843750 9349.37792969 -2364.26025391 -0.102945 -0.955176 0.277561
117037.38281250 10919.02539063 1416.38305664 -0.033193 -0.987787 0.152231
116469.25781250 11032.73046875 2038.60754395 -0.033193 -0.987787 0.152231
116138.31250000 10917.49609375 1214.94958496 -0.033193 -0.987787 0.152231
115338.49218750 11120.94238281 2374.40258789 -0.033193 -0.987787 0.152231
116012.66406250 11006.84277344 1772.17919922 -0.033193 -0.987787 0.152231
111963.70312500 11141.45410156 1789.88610840 -0.033193 -0.987787 0.152231
112452.55468750 11099.74609375 1621.36425781 -0.033193 -0.987787 0.152231
116462.24218750 11011.67968750 1899.51708984 -0.033193 -0.987787 0.152231
117201.29687500 11107.58300781 2683.71923828 -0.033193 -0.987787 0.152231
113777.28906250 11047.52636719 1562.12011719 -0.033193 -0.987787 0.152231
111072.03125000 11263.57617188 3098.65625000 -0.015992 -0.996839 0.077828
105906.75000000 11516.95019531 5207.17578125 -0.015992 -0.996839 0.077828
114944.35937500 11210.49804688 3264.92749023 -0.015992 -0.996839 0.077828
112183.38281250 11289.72363281 3674.55126953 -0.015992 -0.996839 0.077828
108228.40625000 11355.34472656 3650.36621094 -0.015992 -0.996839 0.077828
110880.96093750 11231.84082031 2651.97460938 -0.015992 -0.996839 0.077828
108214.57812500 11364.74023438 3767.26879883 -0.015992 -0.996839 0.077828
113491.17968750 11192.62988281 2720.23583984 -0.015992 -0.996839 0.077828
107670.90625000 11459.46093750 4857.78173828 -0.015992 -0.996839 0.077828
114541.58593750 11211.06347656 3184.38500977 -0.015992 -0.996839 0.077828
111595.19531250 11340.83789063 4198.78857422 -0.015992 -0.996839 0.077828
110361.85937500 11367.99023438 4276.61621094 -0.015992 -0.996839 0.077828
116336.54687500 11170.48730469 3057.58691406 -0.015992 -0.996839 0.077828
110820.61718750 11246.22460938 2822.41455078 -0.015992 -0.996839 0.077828
115298.30468750 11170.42285156 2830.54614258 -0.015992 -0.996839 0.077828
110034.59375000 11352.00292969 4001.25952148 -0.015992 -0.996839 0.077828
109450.80468750 11271.02441406 2840.48461914 -0.015992 -0.996839 0.077828
111099.93750000 11349.54492188 4202.00976563 -0.015992 -0.996839 0.077828
109403.95312500 11329.09375000 3571.46142578 -0.015992 -0.996839 0.077828
